,pmid,title,abstract,disease_answer,disease_score,sample_answer,sample_score,question_answer,question_score,modality_answer,modality_score,country_answer,country_score,hospital_answer,hospital_score,database_answer,database_score,organisation_answer,organisation_score
77,35317128,Deep Learning Algorithm-Based MRI Image in the Diagnosis of Diabetic Macular Edema.,"This study investigates the value of magnetic resonance imaging (MRI) based on a deep learning algorithm in the diagnosis of diabetic macular edema (DME) patients. A total of 96 patients with DME were randomly divided into the experimental group (<i>N</i>  = 48) and the control group (<i>N</i>  = 48). A deep learning 3D convolutional neural network (3D-CNN) algorithm for MRI images of patients with DME was designed. The application value of this algorithm was comprehensively evaluated by MRI image segmentation Dice value, sensitivity, specificity, and other indicators and diagnostic accuracy. The results showed that the quality of MRI images processed by the 3D-CNN algorithm based on deep learning was significantly improved, and the Dice value, sensitivity, and specificity index data were significantly better than those of the traditional CNN algorithm (<i>P</i> < 0.05). In addition, the diagnostic accuracy of MRI images processed by this algorithm was 93.78 ± 5.32%, which was significantly better than the diagnostic accuracy of 64.25 ± 10.24% of traditional MRI images in the control group (<i>P</i> < 0.05). In summary, the 3D-CNN algorithm based on deep learning can significantly improve the accuracy and sensitivity of MRI image recognition and segmentation in patients with DME, can significantly improve the diagnostic accuracy of MRI in patients with DME, and has a good clinical application value.",'diabetic macular edema',0.655250132,'96',0.268504433,'This study investigates the value of magnetic resonance imaging (MRI) based on a deep learning algorithm in the diagnosis of diabetic macular edema (DME) patients',0.335570537,'magnetic resonance imaging',0.67449072,'diabetic macular edema (DME) patients. A total of 96 patients with DME',0.000456351,'96',0.001480059,'diabetic macular edema (DME)',0.032981298,'diabetic macular edema (DME)',0.032981298
78,35312969,Diagnosis of significant liver fibrosis in patients with chronic hepatitis B using a deep learning-based data integration network.,"Chronic hepatitis B virus (CHB) infection remains a major global health burden and the non-invasive and accurate diagnosis of significant liver fibrosis (≥ F2) in CHB patients is clinically very important. This study aimed to assess the potential of the joint use of ultrasound images of liver parenchyma, liver stiffness values, and patients' clinical parameters in a deep learning model to improve the diagnosis of ≥ F2 in CHB patients.Of 527 CHB patients who underwent US examination, liver elastography and biopsy, 284 eligible patients were included. We developed a deep learning-based data integration network (DI-Net) to fuse the information of ultrasound images of liver parenchyma, liver stiffness values and patients' clinical parameters for diagnosing ≥ F2 in CHB patients. The performance of DI-Net was cross-validated in a main cohort (n = 155) of the included patients and externally validated in an independent cohort (n = 129), with comparisons against single-source data-based models and other non-invasive methods in terms of the area under the receiver-operating-characteristic curve (AUC).DI-Net achieved an AUC of 0.943 (95% confidence interval [CI] 0.893-0.973) in the cross-validation, and an AUC of 0.901 (95% CI 0.834-0.945) in the external validation, which were significantly greater than those of the comparative methods (AUC ranges: 0.774-0.877 and 0.741-0.848 for cross- and external validations, respectively, p<sub>s</sub> < 0.01).The joint use of ultrasound images of liver parenchyma, liver stiffness values, and patients' clinical parameters in a deep learning model could significantly improve the diagnosis of ≥ F2 in CHB patients.",'Chronic hepatitis B virus (CHB) infection',0.481685296,'284',0.721369952,"'to assess the potential of the joint use of ultrasound images of liver parenchyma, liver stiffness values, and patients' clinical parameters in a deep learning model to improve the diagnosis of ≥ F2 in CHB patients'",0.455639362,'ultrasound images',0.538588881,'cross-validated in a main cohort (n = 155) of the included patients and externally validated in an independent cohort (n = 129)',0.003231124,'externally validated in an independent cohort (n = 129)',0.000985657,"'527 CHB patients who underwent US examination, liver elastography and biopsy, 284 eligible patients were included. We developed a deep learning-based data integration network (DI-Net) to fuse the information of ultrasound images of liver parenchyma, liver stiffness values and patients' clinical parameters for diagnosing ≥ F2 in CHB patients. The performance of DI-Net was cross-validated in a main cohort (n = 155)'",0.031354089,"'527 CHB patients who underwent US examination, liver elastography and biopsy, 284 eligible patients were included. We developed a deep learning-based data integration network (DI-Net) to fuse the information of ultrasound images of liver parenchyma, liver stiffness values and patients' clinical parameters for diagnosing ≥ F2 in CHB patients. The performance of DI-Net was cross-validated in a main cohort (n = 155)'",0.031354089
79,35311112,A Classifier for Improving Early Lung Cancer Diagnosis Incorporating Artificial Intelligence and Liquid Biopsy.,"Lung cancer is the leading cause of cancer-related deaths worldwide and in China. Screening for lung cancer by low dose computed tomography (LDCT) can reduce mortality but has resulted in a dramatic rise in the incidence of indeterminate pulmonary nodules, which presents a major diagnostic challenge for clinicians regarding their underlying pathology and can lead to overdiagnosis. To address the significant gap in evaluating pulmonary nodules, we conducted a prospective study to develop a prediction model for individuals at intermediate to high risk of developing lung cancer. Univariate and multivariate logistic analyses were applied to the training cohort (n = 560) to develop an early lung cancer prediction model. The results indicated that a model integrating clinical characteristics (age and smoking history), radiological characteristics of pulmonary nodules (nodule diameter, nodule count, upper lobe location, malignant sign at the nodule edge, subsolid status), artificial intelligence analysis of LDCT data, and liquid biopsy achieved the best diagnostic performance in the training cohort (sensitivity 89.53%, specificity 81.31%, area under the curve [AUC] = 0.880). In the independent validation cohort (n = 168), this model had an AUC of 0.895, which was greater than that of the Mayo Clinic Model (AUC = 0.772) and Veterans' Affairs Model (AUC = 0.740). These results were significantly better for predicting the presence of cancer than radiological features and artificial intelligence risk scores alone. Applying this classifier prospectively may lead to improved early lung cancer diagnosis and early treatment for patients with malignant nodules while sparing patients with benign entities from unnecessary and potentially harmful surgery.ChiCTR1900026233, URL: http://www.chictr.org.cn/showproj.aspx?proj=43370.",'lung cancer',0.577400237,'560',0.201082505,"'To address the significant gap in evaluating pulmonary nodules, we conducted a prospective study to develop a prediction model for individuals at intermediate to high risk of developing lung cancer'",0.328805387,'LDCT',0.822350323,'China',0.403432578,'Mayo Clinic',0.005758787,'ChiCTR1900026233',0.321284622,'ChiCTR1900026233',0.321284622
80,35311106,An Assisted Diagnosis Model for Cancer Patients Based on Federated Learning.,"Since the 20th century, cancer has been a growing threat to human health. Cancer is a malignant tumor with high clinical morbidity and mortality, and there is a high risk of recurrence after surgery. At the same time, the diagnosis of whether the cancer is <i>in situ</i> recurrence is crucial for further treatment of cancer patients. According to statistics, about 90% of cancer-related deaths are due to metastasis of primary tumor cells. Therefore, the study of the location of cancer recurrence and its influencing factors is of great significance for the clinical diagnosis and treatment of cancer. In this paper, we propose an assisted diagnosis model for cancer patients based on federated learning. In terms of data, the influencing factors of cancer recurrence and the special needs of data samples required by federated learning were comprehensively considered. Six first-level impact indicators were determined, and the historical case data of cancer patients were further collected. Based on the federated learning framework combined with convolutional neural network, various physical examination indicators of patients were taken as input. The recurrence time and recurrence location of patients were used as output to construct an auxiliary diagnostic model, and linear regression, support vector regression, Bayesling regression, gradient ascending tree and multilayer perceptrons neural network algorithm were used as comparison algorithms. CNN's federated prediction model based on improved under the condition of the joint modeling and simulation on the five types of cancer data accuracy reached more than 90%, the accuracy is better than single modeling machine learning tree model and linear model and neural network, the results show that auxiliary diagnosis model based on the study of cancer patients in assisted the doctor in the diagnosis of patients, As well as effectively provide nutritional programs for patients and have application value in prolonging the life of patients, it has certain guiding significance in the field of medical cancer rehabilitation.",'cancer',0.345715225,'Six',0.03196223,'the study of the location of cancer recurrence and its influencing factors is of great significance for the clinical diagnosis and treatment of cancer',0.223465309,'federated learning',0.145567715,'location of cancer recurrence',0.00054337,'historical case data of cancer patients were further collected',0.001343064,'historical case data of cancer patients',0.018587398,'historical case data of cancer patients',0.018587398
81,35310995,A Machine Learning-Based Prediction Model for Acute Kidney Injury in Patients With Congestive Heart Failure.,"Machine learning (ML) has been used to build high performance prediction model. Patients with congestive heart failure (CHF) are vulnerable to acute kidney injury (AKI) which makes treatment difficult. We aimed to establish an ML-based prediction model for the early identification of AKI in patients with CHF.Patients data were extracted from the Medical Information Mart for Intensive Care III (MIMIC-III) database, and patients with CHF were selected. Comparisons between several common ML classifiers were conducted to select the best prediction model. Recursive feature elimination (RFE) was used to select important prediction features. The model was improved using hyperparameters optimization (HPO). The final model was validated using an external validation set from the eICU Collaborative Research Database. The area under the receiver operating characteristic curve (AUROC), accuracy, calibration curve and decision curve analysis were used to evaluate prediction performance. Additionally, the final model was used to predict renal replacement therapy (RRT) requirement and to assess the short-term prognosis of patients with CHF. Finally, a software program was developed based on the selected features, which could intuitively report the probability of AKI.A total of 8,580 patients with CHF were included, among whom 2,364 were diagnosed with AKI. The LightGBM model showed the best prediction performance (AUROC = 0.803) among the 13 ML-based models. After RFE and HPO, the final model was established with 18 features including serum creatinine (SCr), blood urea nitrogen (BUN) and urine output (UO). The prediction performance of LightGBM was better than that of measuring SCr, UO or SCr combined with UO (AUROCs: 0.809, 0.703, 0.560 and 0.714, respectively). Additionally, the final model could accurately predict RRT requirement in patients with (AUROC = 0.954). Moreover, the participants were divided into high- and low-risk groups for AKI, and the 90-day mortality in the high-risk group was significantly higher than that in the low-risk group (log-rank <i>p</i> < 0.001). Finally, external validation using the eICU database comprising 9,749 patients with CHF revealed satisfactory prediction outcomes (AUROC = 0.816).A prediction model for AKI in patients with CHF was established based on LightGBM, and the prediction performance of this model was better than that of other models. This model may help in predicting RRT requirement and in identifying the population with poor prognosis among patients with CHF.",'congestive heart failure',0.378910527,"'8,580'",0.595603436,'early identification of AKI in patients with CHF',0.252879463,'Medical Information Mart for Intensive Care III (MIMIC-III) database',0.495853066,'Medical Information Mart for Intensive Care III (MIMIC-III) database',0.002565468,'Medical Information Mart for Intensive Care III',0.217192575,'Medical Information Mart for Intensive Care III',0.536296681,'Medical Information Mart for Intensive Care III',0.536296681
82,35319151,Prediction of Microvascular Invasion in Hepatocellular Carcinoma with Expert-inspiration and Skeleton Sharing Deep Learning.,"Radiological prediction of microvascular invasion (MVI) of hepatocellular carcinoma (HCC) is essential but few models were clinically implemented due to limited interpretability and generalizability.Basing on 2096 patients in three independent HCC cohorts, we established and validated an MVI predicting model. First, we used data from the primary cohort to train a 3D-ResNet network for MVI prediction, and then optimized the model with ""expert-inspired training"" for model construction. Second, we implemented the model to the other two cohorts using three implementation strategies, the original model implementation, data sharing model implementation and skeleton sharing model implementation, the latter two of which used part of the cohorts' data for fine-tuning. The areas under the receiver operating characteristic curve (AUCs) were calculated to compare performances of different models.For the MVI predicting model, the AUC of the expert-inspired model was 0.83 (95% CI: 0.77-0.88) compared to 0.54 (95%CI: 0.46-0.62) of model before expert-inspiring. Taking this model as an original model, AUC on the second cohort was 0.76 (95% CI: 0.67-0.84). The AUC was improved to 0.83 (95%CI: 0.77-0.90) with the data sharing model, and further improved to 0.85 (95% CI: 0.79-0.92) with the skeleton sharing model. The trend that skeleton sharing model had an advantage in performance was similar in the third cohort.We established an expert-inspired model with better predictive performance and interpretability than the traditional constructed model. Skeleton sharing process is superior to data sharing and direct model implementation in model implementation.",'hepatocellular carcinoma',0.555351689,'2096',0.786375552,'Radiological prediction of microvascular invasion (MVI) of hepatocellular carcinoma (HCC) is essential',0.143536463,'data from the primary cohort',0.121864442,'three independent HCC cohorts',0.003331936,'2096 patients in three independent HCC cohorts',0.003257892,'2096 patients in three independent HCC cohorts',0.211934481,'2096 patients in three independent HCC cohorts',0.211934481
83,35318153,Using preoperative and intraoperative factors to predict the risk of surgical site infections after lumbar spinal surgery: a machine learning-based study.,"This study aimed to develop a model based on machine learning to predict surgical site infections risk (SSI) in patients after lumbar spinal surgery (LSS).Patients who developed postoperative SSI after LSS in our hospital between December 2010 and December 2019 were retrospectively reviewed. preoperative and intraoperative variables including age, diabetes mellitus (DM), hypertension, BMI, previous spinal surgery history, surgical duration, number of fused segments, blood loss and surgical procedure were retrospectively analyzed. Six machine learning algorithms, including Logistic regression (LR), Multilayer Perceptron (MLP), Decision tree (DT), Random Forest (RF), Gradient Boosting Machine (GBM), and Extreme gradient boosting (XGB), were used to build prediction models. The performance of the models was evaluated using the area under the receiver operating characteristic curve (AUC), accuracy, precision, sensitivity and F1 score. A web predictor was developed based on the best-performing model.A total of 288 LSS patients from our hospital were included in the study. Of whom, 144 were complicated with SSI and 144 without. The XGB model offers the best predictive performance among these 6 models (AUC: 0.923, accuracy: 0.860, precision: 0.900, sensitivity: 0.834 and F1 score: 0.864). An XGB model-based web predictor was developed to predict SSI in patients after LSS.This study developed a machine learning model and a web predictor for predicting SSI in LSS patients, which may help clinicians screen high-risk patients, give personalized treatment and reduce the incidence of SSI after LSS.",'surgical site infections risk (SSI) in patients after lumbar spinal surgery',0.29359816,'288',0.621213332,'This study aimed to develop a model based on machine learning to predict surgical site infections risk',0.266884446,'machine learning to predict surgical site infections risk (SSI) in patients after lumbar spinal surgery (LSS).Patients who developed postoperative SSI after LSS in our hospital between December 2010 and December 2019 were retrospectively reviewed. preoperative and intraoperative variables',0.235113986,'2010 and December 2019',0.000434801,'our hospital',0.572974473,'our hospital',0.12334783,'our hospital',0.12334783
84,35317237,Multi-omics landscape and clinical significance of a <i>SMAD4</i>-driven immune signature: Implications for risk stratification and frontline therapies in pancreatic cancer.,"<i>SMAD4</i> mutation was recently implicated in promoting invasion and poor prognosis of pancreatic cancer (PACA) by regulating the tumor immune microenvironment. However, <i>SMAD4</i>-driven immune landscape and clinical significance remain elusive. In this study, we applied the consensus clustering and weighted correlation network analysis (WGCNA) to identify two heterogeneous immune subtypes and immune genes. Combined with <i>SMAD4</i>-driven genes determined by <i>SMAD4</i> mutation status, a <i>SMAD4</i>-driven immune signature (SDIS) was developed in ICGC-AU2 (microarray data) via machine learning algorithm, and then was validated by RNA-seq data (TCGA, ICGC-AU and ICGC-CA) and microarray data (GSE62452 and GSE85916). The high-risk group displayed a worse prognosis, and multivariate Cox regression indicated that SDIS was an independent prognostic factor. In six cohorts, SDIS also displayed excellent accuracy in predicting prognosis. Moreover, the high-risk group was characterized by higher frequencies of <i>TP53</i>/<i>CDKN2A</i> mutations and <i>SMAD4</i> deletion, superior immune checkpoint molecules expression and more sensitive to chemotherapy and immunotherapy. Meanwhile, the low-risk group was significantly enriched in metabolism-related pathways and suggested the potential to target tumor metabolism to develop specific drugs. Overall, SDIS could robustly predict prognosis in PACA, which might serve as an attractive platform to further tailor decision-making in chemotherapy and immunotherapy in clinical settings.",'pancreatic cancer',0.633930951,'six cohorts',0.026130164,'we applied the consensus clustering and weighted correlation network analysis (WGCNA) to identify two heterogeneous immune subtypes and immune genes',0.234389782,'microarray data',0.233383566,'ICGC-AU2',0.021123042,'ICGC-AU2',0.036299077,'ICGC-AU2',0.597576931,'ICGC-AU2',0.597576931
85,35315719,An Artificial Intelligence Model Based on ACR TI-RADS Characteristics for US Diagnosis of Thyroid Nodules.,"Background US-based diagnosis of thyroid nodules is subjective and influenced by radiologists' experience levels. Purpose To develop an artificial intelligence model based on American College of Radiology Thyroid Imaging Reporting and Data System characteristics for diagnosing thyroid nodules and identifying nodule characteristics (hereafter, M<sub>TI-RADS</sub>) and to compare the performance of M<sub>TI-RADS</sub>, radiologists, and a model trained on benign and malignant status based on surgical histopathologic analysis (hereafter, M<sub>Diag</sub>). Materials and Methods In this retrospective study, 1588 surgically proven nodules from 636 consecutive patients (mean age, 49 years ± 14 [SD]; 485 women) were included. M<sub>TI-RADS</sub> and M<sub>Diag</sub> were trained on US images of 1345 nodules (January 2018 to December 2019). The performance of M<sub>TI-RADS</sub> was compared with that of M<sub>Diag</sub> and radiologists with different experience levels on the test data set (243 nodules, January 2019 to December 2019) with the DeLong method and McNemar test. Results The area under the receiver operating characteristic curve (AUC) and sensitivity of M<sub>TI-RADS</sub> were 0.91 and 83% (55 of 66 nodules), respectively, which were not significantly different from those of experienced radiologists (0.93 [<i>P</i> = .45] and 92% [61 of 66 nodules; <i>P</i> = .07]) and exceeded those of junior radiologists (0.78 [<i>P</i> < .001] and 70% [46 of 66 nodules; <i>P</i> = .04]). The specificity of M<sub>TI-RADS</sub> (87% [154 of 177 nodules]) was higher than that of both experienced and junior radiologists (80% [141 of 177 nodules; <i>P</i> = .02] and 75% [133 of 177 nodules; <i>P</i> = .001], respectively). The AUC of M<sub>TI-RADS</sub> was higher than that of M<sub>Diag</sub> (0.91 vs 0.84, respectively; <i>P</i> = .001). In the test set of 243 nodules, the consistency rates between M<sub>TI-RADS</sub> and the experienced group were higher than those between M<sub>TI-RADS</sub> and the junior group for composition (79% [<i>n</i> = 193] vs 73% [<i>n</i> = 178], respectively; <i>P</i> = .02), echogenicity (75% [<i>n</i> = 183] vs 68% [<i>n</i> = 166]; <i>P</i> = .04), shape (93% [<i>n</i> = 227] vs 88% [<i>n</i> = 215]; <i>P</i> = .04), and smooth or ill-defined margin (72% [<i>n</i> = 174] vs 63% [<i>n</i> = 152]; <i>P</i> = .002). Conclusion The area under the receiver operating characteristic curve (AUC) of an artificial intelligence model based on the American College of Radiology Thyroid Imaging Reporting and Data System (TI-RADS) was higher than that of a model trained on benign and malignant status based on surgical histopathologic analysis. The AUC and sensitivity of the model based on TI-RADS exceeded those of junior radiologists; the specificity of the model was higher than that of both experienced and junior radiologists. © RSNA, 2022.",'thyroid nodules',0.450648189,'636',0.577262759,'To develop an artificial intelligence model based on American College of Radiology Thyroid Imaging Reporting and Data System characteristics for diagnosing thyroid nodules and identifying nodule characteristics',0.178956572,'US images',0.584061876,"'retrospective study, 1588 surgically proven nodules from 636 consecutive patients'",0.001972603,'1588 surgically proven nodules from 636 consecutive patients',0.002958021,'American College of Radiology Thyroid Imaging Reporting and Data System',0.357606202,'American College of Radiology Thyroid Imaging Reporting and Data System',0.357606202
86,35315146,Automatic Segmentation and Detection of Ectopic Eruption of the First Permanent Molars on Panoramic Radiographs Based on nnU-Net.,"The purpose of this research was to present an artificial intelligence (AI) model which can automatically segment and detect ectopic eruption of the permanent first molars (EMMs) in early mixed dentition on panoramic radiographs using no-new-Net (nnU-Net) model.438 EMMs obtained from 285 panoramic radiographs were included in this study. AI model based on nnU-Net was trained to segment and detect the EMMs. The performance of the model was evaluated by the intersection over union (IoU), precision, F1-score, accuracy and FROC. Furthermore, the detecting performance of nnU-Net was compared with three dentists with different years of experience using the McNemar chi-square test. The reliability of different dentists was evaluated by intraclass correlation coefficients (ICC).The nnU-Net yielded an IoU of 0.834, a precision of 0.845, an F1-score of 0.902 and an accuracy of 0.990. Moreover, the dentists yielded a mean IoU of 0.530, a mean precision of 0.539, a mean F1-score of 0.699 and a mean accuracy of 0.811. The ICC of different dentists was 0.776. The statistical analysis of the McNemar chi-square test showed that the nnU-Net results were statistically significant and superior to that of dentists (P <0.05).This study validated an AI model based on nnU-Net for automatically segmenting and detecting EMMs more consistently and accurately on panoramic radiography.",'ectopic eruption of the permanent first molars (EMMs) in early mixed dentition',0.219435789,'285',0.429224312,'to present an artificial intelligence (AI) model which can automatically segment and detect ectopic eruption of the permanent first molars (EMMs) in early mixed dentition',0.278652981,'panoramic radiographs',0.67107594,'438',0.002729721,'438 EMMs obtained from 285 panoramic radiographs',0.00497161,'panoramic radiographs using no-new-Net (nnU-Net) model.438 EMMs obtained from 285 panoramic radiographs',0.299871311,'panoramic radiographs using no-new-Net (nnU-Net) model.438 EMMs obtained from 285 panoramic radiographs',0.299871311
87,35311127,Deep Learning Model for Intracranial Hemangiopericytoma and Meningioma Classification.,"Intracranial hemangiopericytoma/solitary fibrous tumor (SFT/HPC) is a rare type of neoplasm containing malignancies of infiltration, peritumoral edema, bleeding, or bone destruction. However, SFT/HPC has similar radiological characteristics as meningioma, which had different clinical managements and outcomes. This study aims to discriminate SFT/HPC and meningioma <i>via</i> deep learning approaches based on routine preoperative MRI.We enrolled 236 patients with histopathological diagnosis of SFT/HPC (n = 144) and meningioma (n = 122) from 2010 to 2020 in Xiangya Hospital. Radiological features were extracted manually, and a radiological diagnostic model was applied for classification. And a deep learning pretrained model ResNet-50 was adapted to train T1-contrast images for predicting tumor class. Deep learning model attention mechanism was visualized by class activation maps.Our study reports that SFT/HPC was found to have more invasion to venous sinus (<i>p</i> = 0.001), more cystic components (<i>p</i> < 0.001), and more heterogeneous enhancement patterns (<i>p</i> < 0.001). Deep learning model achieved a high classification accuracy of 0.889 with receiver-operating characteristic curve area under the curve (AUC) of 0.91 in the validation set. Feature maps showed distinct clustering of SFT/HPC and meningioma in the training and test cohorts, respectively. And the attention of the deep learning model mainly focused on the tumor bulks that represented the solid texture features of both tumors for discrimination.",'Intracranial hemangiopericytoma/solitary fibrous tumor',0.362552747,'236',0.298732743,'to discriminate SFT/HPC and meningioma',0.37417388,'routine preoperative MRI',0.626612559,'Xiangya Hospital',0.013276291,'Xiangya Hospital',0.862264514,'Xiangya Hospital',0.711859733,'Xiangya Hospital',0.711859733
88,35311076,RDAU-Net: Based on a Residual Convolutional Neural Network With DFP and CBAM for Brain Tumor Segmentation.,"Due to the high heterogeneity of brain tumors, automatic segmentation of brain tumors remains a challenging task. In this paper, we propose RDAU-Net by adding dilated feature pyramid blocks with 3D CBAM blocks and inserting 3D CBAM blocks after skip-connection layers. Moreover, a CBAM with channel attention and spatial attention facilitates the combination of more expressive feature information, thereby leading to more efficient extraction of contextual information from images of various scales. The performance was evaluated on the Multimodal Brain Tumor Segmentation (BraTS) challenge data. Experimental results show that RDAU-Net achieves state-of-the-art performance. The Dice coefficient for WT on the BraTS 2019 dataset exceeded the baseline value by 9.2%.",'brain tumors',0.366471335,'Multimodal Brain Tumor Segmentation (BraTS) challenge data. Experimental results show that RDAU-Net achieves state-of-the-art performance. The Dice coefficient for WT on the BraTS 2019',0.015347902,'Multimodal Brain Tumor Segmentation',0.1393742,'Multimodal Brain Tumor Segmentation',0.227966376,'2019',0.008377525,'Multimodal Brain Tumor Segmentation (BraTS) challenge data. Experimental results show that RDAU-Net achieves state-of-the-art performance. The Dice coefficient for WT on the BraTS 2019',0.002083861,'Multimodal Brain Tumor Segmentation (BraTS)',0.172053128,'Multimodal Brain Tumor Segmentation (BraTS)',0.172053128
89,35317129,Artificial Intelligence Algorithm-Based Intraoperative Magnetic Resonance Navigation for Glioma Resection.,"The study aimed to analyze the application value of artificial intelligence algorithm-based intraoperative magnetic resonance imaging (iMRI) in neurosurgical glioma resection. 108 patients with glioma in a hospital were selected and divided into the experimental group (intraoperative magnetic resonance assisted glioma resection) and the control group (conventional surgical experience resection), with 54 patients in each group. After the resection, the tumor resection rate, NIHSS (National Institute of Health Stroke Scale) score, Karnofsky score, and postoperative intracranial infection were calculated in the two groups. The results revealed that the average tumor resection rate in the experimental group was significantly higher than that in the control group (<i>P</i> < 0.05). There was no significant difference in Karnofsky score before and after the operation in the experimental group (<i>P</i> > 0.05). There was no significant difference in NIHSS score between the experimental group and the control group after resection (<i>P</i> > 0.05). The number of patients with postoperative neurological deficits in the experimental group was smaller than that in the control group. In addition, there was no significant difference in infection rates between the two groups after glioma resection (<i>P</i> > 0.05). In summary, intraoperative magnetic resonance navigation on the basis of a segmentation dictionary learning algorithm has great clinical value in neurosurgical glioma resection. It can maximize the removal of tumors and ensure the integrity of neurological function while avoiding an increased risk of postoperative infection, which is of great significance for the treatment of glioma.",'glioma',0.397870779,'108',0.312556043,'to analyze the application value of artificial intelligence algorithm-based intraoperative magnetic resonance imaging (iMRI) in neurosurgical glioma resection',0.545006201,'intraoperative magnetic resonance imaging',0.66564545,'The study aimed to analyze the application value of artificial intelligence algorithm-based intraoperative magnetic resonance imaging (iMRI) in neurosurgical glioma resection. 108 patients with glioma in a hospital',0.001389008,'a hospital',0.07564172,'conventional surgical experience resection',0.092577174,'conventional surgical experience resection',0.092577174
90,35318170,Hierarchical Harris hawks optimization for epileptic seizure classification.,"The intelligent recognition of electroencephalogram (EEG) signals is a valuable tool for epileptic seizure classification. Given that visual inspection of EEG signals is time-consuming, and that mutant signals dramatically increase the workload of neurologists, automatic epilepsy diagnosis systems are extremely helpful. However, the existing epilepsy diagnosis methods suffer from some shortcomings. For example, they tend to fall into local optima quickly because of their failure to fully consider the discriminative features of EEG signals. To tackle this problem, in this article, an enhanced automatic epilepsy diagnosis method is proposed using time-frequency analysis and improved Harris hawks optimization (IHHO) with a hierarchical mechanism. Specifically, the signal is decomposed into five rhythms using continuous wavelet transform, with the local and global features extracted using the local binary pattern and the gray level co-occurrence matrix. Discriminative features are then selected and further mapped to the final recognition results using both IHHO and the k-nearest neighbor classifier. To evaluate its performance, the proposed method was compared with a variety of classical meta-heuristic algorithms on 23 benchmark functions. Moreover, the proposed approach achieved more than 99.67% accuracy on the Bonn dataset and 99.06% accuracy on the CHB-MIT dataset, out-performing a multitude of state-of-the-art methods. Taken together, these results demonstrate the utility of our approach in the automatic diagnosis of epilepsy. Supportive datasets and source codes for this research are publicly available at https://github.com/sstudying/lzzhen, and latest updates for the HHO algorithm are provided at https://aliasgharheidari.com/HHO.html.",'epilepsy',0.76003471,'23',0.035647282,'automatic diagnosis of epilepsy',0.378724426,'electroencephalogram (EEG) signals',0.50361152,'CHB-MIT',0.030912407,'CHB-MIT',0.002862097,'CHB-MIT',0.354481623,'CHB-MIT',0.354481623
91,35310781,Cognitive Impairment of Patient With Neurological Cerebrovascular Disease Using the Artificial Intelligence Technology Guided by MRI.,"This study was to explore the application of MRI based on artificial intelligence technology combined with neuropsychological assessment to the cognitive impairment of patients with neurological cerebrovascular diseases. A total of 176 patients were divided into a control group, a vascular cognitive impairment non-dementia (VCIND) group, a vascular dementia (VD) group, and an Alzheimer's disease (AD) group. All patients underwent MRI and neuropsychological evaluation and examination, and an improved fuzzy C-means (FCM) clustering algorithm was proposed for MRI processing. It was found that the segmentation accuracy (SA) and similarity (KI) data of the improved FCM algorithm used in this study were higher than those of the standard FCM algorithm, bias-corrected FCM (BCFCM) algorithm, and rough FCM (RFCM) algorithm (<i>p</i> < 0.05). In the activities of daily living (ADL), the values in the VCIND group (23.55 ± 6.12) and the VD group (28.56 ± 3.1) were higher than that in the control group (19.17 ± 3.67), so the hippocampal volume was negatively correlated with the ADL (<i>r</i> = -0.872, <i>p</i> < 0.01). In the VCIND group (52.4%), VD group (31%), and AD group (26.1%), the proportion of patients with the lacunar infarction distributed on both sides of the brain and the number of multiple cerebral infarction lesions (76.2, 71.4, and 71.7%, respectively) were significantly higher than those in the control group (23.9 and 50%). In short, the improved FCM algorithm showed a higher segmentation effect and SA for MRI of neurological cerebrovascular disease. In addition, the distribution, number, white matter lesions, and hippocampal volume of lacunar cerebral infarction were related to the cognitive impairment of patients with cerebrovascular diseases.",'cerebrovascular diseases',0.384142205,'176',0.50631015,'to explore the application of MRI based on artificial intelligence technology combined with neuropsychological assessment to the cognitive impairment of patients with neurological cerebrovascular diseases',0.390942037,'MRI',0.592175066,'This study was to explore the application of MRI based on artificial intelligence technology combined with neuropsychological assessment to the cognitive impairment of patients with neurological cerebrovascular diseases',0.00077582,"'It was found that the segmentation accuracy (SA) and similarity (KI) data of the improved FCM algorithm used in this study were higher than those of the standard FCM algorithm, bias-corrected FCM (BCFCM) algorithm, and rough FCM (RFCM) algorithm'",0.00154132,"'vascular cognitive impairment non-dementia (VCIND) group, a vascular dementia (VD) group, and an Alzheimer's disease (AD) group. All patients underwent MRI and neuropsychological evaluation and examination, and an improved fuzzy C-means (FCM) clustering algorithm was proposed for MRI processing. It was found that the segmentation accuracy (SA) and similarity (KI) data of the improved FCM algorithm used in this study were higher than those of the standard FCM algorithm, bias-corrected FCM (BCFCM) algorithm, and rough FCM (RFCM) algorithm'",0.042421443,"'vascular cognitive impairment non-dementia (VCIND) group, a vascular dementia (VD) group, and an Alzheimer's disease (AD) group. All patients underwent MRI and neuropsychological evaluation and examination, and an improved fuzzy C-means (FCM) clustering algorithm was proposed for MRI processing. It was found that the segmentation accuracy (SA) and similarity (KI) data of the improved FCM algorithm used in this study were higher than those of the standard FCM algorithm, bias-corrected FCM (BCFCM) algorithm, and rough FCM (RFCM) algorithm'",0.042421443
